Month of Period End,Region,Avg. Median Sale Price
February 2020,"San Diego, CA - Rancho Penasquitos Town Center",$453K
March 2020,"San Diego, CA - Rancho Penasquitos Town Center",$583K
April 2020,"San Diego, CA - Rancho Penasquitos Town Center",$523K
May 2020,"San Diego, CA - Rancho Penasquitos Town Center",$644K
June 2020,"San Diego, CA - Rancho Penasquitos Town Center",$436K
July 2020,"San Diego, CA - Rancho Penasquitos Town Center",$490K
August 2020,"San Diego, CA - Rancho Penasquitos Town Center",$472K
September 2020,"San Diego, CA - Rancho Penasquitos Town Center",$716K
October 2020,"San Diego, CA - Rancho Penasquitos Town Center",$602K
November 2020,"San Diego, CA - Rancho Penasquitos Town Center",$706K
December 2020,"San Diego, CA - Rancho Penasquitos Town Center",$503K
January 2021,"San Diego, CA - Rancho Penasquitos Town Center",$475K
February 2021,"San Diego, CA - Rancho Penasquitos Town Center",$460K
March 2021,"San Diego, CA - Rancho Penasquitos Town Center",$485K
April 2021,"San Diego, CA - Rancho Penasquitos Town Center",$663K
May 2021,"San Diego, CA - Rancho Penasquitos Town Center",$562K
June 2021,"San Diego, CA - Rancho Penasquitos Town Center",$576K
July 2021,"San Diego, CA - Rancho Penasquitos Town Center",$677K
August 2021,"San Diego, CA - Rancho Penasquitos Town Center",$762K
September 2021,"San Diego, CA - Rancho Penasquitos Town Center",$590K
October 2021,"San Diego, CA - Rancho Penasquitos Town Center",$588K
November 2021,"San Diego, CA - Rancho Penasquitos Town Center",$590K
February 2012,"San Diego, CA - Rancho Encantada",$724K
March 2012,"San Diego, CA - Rancho Encantada",$883K
April 2012,"San Diego, CA - Rancho Encantada",$705K
May 2012,"San Diego, CA - Rancho Encantada",$864K
June 2012,"San Diego, CA - Rancho Encantada",$855K
July 2012,"San Diego, CA - Rancho Encantada",$876K
August 2012,"San Diego, CA - Rancho Encantada",$868K
September 2012,"San Diego, CA - Rancho Encantada",$910K
October 2012,"San Diego, CA - Rancho Encantada",$910K
November 2012,"San Diego, CA - Rancho Encantada",$902K
December 2012,"San Diego, CA - Rancho Encantada",$866K
January 2013,"San Diego, CA - Rancho Encantada",$850K
February 2013,"San Diego, CA - Rancho Encantada",$870K
March 2013,"San Diego, CA - Rancho Encantada",$935K
April 2013,"San Diego, CA - Rancho Encantada",$985K
May 2013,"San Diego, CA - Rancho Encantada",$982K
June 2013,"San Diego, CA - Rancho Encantada","$1,014K"
July 2013,"San Diego, CA - Rancho Encantada","$1,042K"
August 2013,"San Diego, CA - Rancho Encantada","$1,050K"
September 2013,"San Diego, CA - Rancho Encantada","$1,088K"
October 2013,"San Diego, CA - Rancho Encantada","$1,217K"
November 2013,"San Diego, CA - Rancho Encantada","$1,340K"
December 2013,"San Diego, CA - Rancho Encantada","$1,292K"
January 2014,"San Diego, CA - Rancho Encantada","$1,323K"
February 2014,"San Diego, CA - Rancho Encantada","$1,239K"
March 2014,"San Diego, CA - Rancho Encantada","$1,174K"
April 2014,"San Diego, CA - Rancho Encantada","$1,220K"
May 2014,"San Diego, CA - Rancho Encantada","$1,250K"
June 2014,"San Diego, CA - Rancho Encantada","$1,201K"
July 2014,"San Diego, CA - Rancho Encantada","$1,237K"
August 2014,"San Diego, CA - Rancho Encantada","$1,145K"
September 2014,"San Diego, CA - Rancho Encantada","$1,098K"
October 2014,"San Diego, CA - Rancho Encantada","$1,098K"
November 2014,"San Diego, CA - Rancho Encantada","$1,000K"
December 2014,"San Diego, CA - Rancho Encantada","$1,225K"
January 2015,"San Diego, CA - Rancho Encantada","$1,200K"
February 2015,"San Diego, CA - Rancho Encantada","$1,200K"
March 2015,"San Diego, CA - Rancho Encantada","$1,200K"
April 2015,"San Diego, CA - Rancho Encantada","$1,235K"
May 2015,"San Diego, CA - Rancho Encantada","$1,175K"
June 2015,"San Diego, CA - Rancho Encantada","$1,085K"
July 2015,"San Diego, CA - Rancho Encantada","$1,150K"
August 2015,"San Diego, CA - Rancho Encantada","$1,181K"
September 2015,"San Diego, CA - Rancho Encantada","$1,210K"
October 2015,"San Diego, CA - Rancho Encantada","$1,158K"
November 2015,"San Diego, CA - Rancho Encantada",$961K
December 2015,"San Diego, CA - Rancho Encantada","$1,098K"
January 2016,"San Diego, CA - Rancho Encantada","$1,175K"
February 2016,"San Diego, CA - Rancho Encantada","$1,285K"
March 2016,"San Diego, CA - Rancho Encantada","$1,120K"
April 2016,"San Diego, CA - Rancho Encantada","$1,198K"
May 2016,"San Diego, CA - Rancho Encantada","$1,201K"
June 2016,"San Diego, CA - Rancho Encantada","$1,201K"
July 2016,"San Diego, CA - Rancho Encantada","$1,025K"
August 2016,"San Diego, CA - Rancho Encantada",$988K
September 2016,"San Diego, CA - Rancho Encantada","$1,087K"
October 2016,"San Diego, CA - Rancho Encantada","$1,208K"
November 2016,"San Diego, CA - Rancho Encantada","$1,300K"
December 2016,"San Diego, CA - Rancho Encantada","$1,325K"
January 2017,"San Diego, CA - Rancho Encantada","$1,350K"
February 2017,"San Diego, CA - Rancho Encantada","$1,375K"
March 2017,"San Diego, CA - Rancho Encantada","$1,365K"
April 2017,"San Diego, CA - Rancho Encantada","$1,335K"
May 2017,"San Diego, CA - Rancho Encantada","$1,340K"
June 2017,"San Diego, CA - Rancho Encantada","$1,400K"
July 2017,"San Diego, CA - Rancho Encantada","$1,368K"
August 2017,"San Diego, CA - Rancho Encantada","$1,368K"
September 2017,"San Diego, CA - Rancho Encantada","$1,350K"
October 2017,"San Diego, CA - Rancho Encantada","$1,360K"
November 2017,"San Diego, CA - Rancho Encantada","$1,373K"
December 2017,"San Diego, CA - Rancho Encantada","$1,375K"
January 2018,"San Diego, CA - Rancho Encantada","$1,378K"
February 2018,"San Diego, CA - Rancho Encantada","$1,220K"
March 2018,"San Diego, CA - Rancho Encantada","$1,375K"
April 2018,"San Diego, CA - Rancho Encantada","$1,375K"
May 2018,"San Diego, CA - Rancho Encantada","$1,378K"
June 2018,"San Diego, CA - Rancho Encantada","$1,700K"
July 2018,"San Diego, CA - Rancho Encantada","$1,328K"
August 2018,"San Diego, CA - Rancho Encantada","$1,320K"
September 2018,"San Diego, CA - Rancho Encantada","$1,315K"
October 2018,"San Diego, CA - Rancho Encantada","$1,368K"
November 2018,"San Diego, CA - Rancho Encantada","$1,300K"
December 2018,"San Diego, CA - Rancho Encantada","$1,305K"
January 2019,"San Diego, CA - Rancho Encantada","$1,310K"
February 2019,"San Diego, CA - Rancho Encantada","$1,410K"
March 2019,"San Diego, CA - Rancho Encantada","$1,298K"
April 2019,"San Diego, CA - Rancho Encantada","$1,398K"
May 2019,"San Diego, CA - Rancho Encantada","$1,171K"
June 2019,"San Diego, CA - Rancho Encantada","$1,235K"
July 2019,"San Diego, CA - Rancho Encantada","$1,235K"
August 2019,"San Diego, CA - Rancho Encantada","$1,382K"
September 2019,"San Diego, CA - Rancho Encantada","$1,350K"
October 2019,"San Diego, CA - Rancho Encantada","$1,425K"
November 2019,"San Diego, CA - Rancho Encantada","$1,248K"
December 2019,"San Diego, CA - Rancho Encantada","$1,360K"
January 2020,"San Diego, CA - Rancho Encantada","$1,360K"
February 2020,"San Diego, CA - Rancho Encantada","$1,468K"
March 2020,"San Diego, CA - Rancho Encantada","$1,448K"
April 2020,"San Diego, CA - Rancho Encantada","$1,360K"
May 2020,"San Diego, CA - Rancho Encantada","$1,384K"
June 2020,"San Diego, CA - Rancho Encantada","$1,390K"
July 2020,"San Diego, CA - Rancho Encantada","$1,450K"
August 2020,"San Diego, CA - Rancho Encantada","$1,450K"
September 2020,"San Diego, CA - Rancho Encantada","$1,515K"
October 2020,"San Diego, CA - Rancho Encantada","$1,553K"
November 2020,"San Diego, CA - Rancho Encantada","$1,610K"
December 2020,"San Diego, CA - Rancho Encantada","$1,594K"
January 2021,"San Diego, CA - Rancho Encantada","$1,610K"
February 2021,"San Diego, CA - Rancho Encantada","$1,690K"
March 2021,"San Diego, CA - Rancho Encantada","$1,726K"
April 2021,"San Diego, CA - Rancho Encantada","$1,745K"
May 2021,"San Diego, CA - Rancho Encantada","$1,720K"
June 2021,"San Diego, CA - Rancho Encantada","$1,776K"
July 2021,"San Diego, CA - Rancho Encantada","$1,825K"
August 2021,"San Diego, CA - Rancho Encantada","$1,888K"
September 2021,"San Diego, CA - Rancho Encantada","$1,925K"
October 2021,"San Diego, CA - Rancho Encantada","$2,100K"
November 2021,"San Diego, CA - Rancho Encantada","$2,133K"
February 2012,"San Diego, CA - Rancho Bernardo",$280K
March 2012,"San Diego, CA - Rancho Bernardo",$315K
April 2012,"San Diego, CA - Rancho Bernardo",$317K
May 2012,"San Diego, CA - Rancho Bernardo",$340K
June 2012,"San Diego, CA - Rancho Bernardo",$350K
July 2012,"San Diego, CA - Rancho Bernardo",$395K
August 2012,"San Diego, CA - Rancho Bernardo",$415K
September 2012,"San Diego, CA - Rancho Bernardo",$397K
October 2012,"San Diego, CA - Rancho Bernardo",$386K
November 2012,"San Diego, CA - Rancho Bernardo",$370K
December 2012,"San Diego, CA - Rancho Bernardo",$388K
January 2013,"San Diego, CA - Rancho Bernardo",$376K
February 2013,"San Diego, CA - Rancho Bernardo",$385K
March 2013,"San Diego, CA - Rancho Bernardo",$402K
April 2013,"San Diego, CA - Rancho Bernardo",$420K
May 2013,"San Diego, CA - Rancho Bernardo",$430K
June 2013,"San Diego, CA - Rancho Bernardo",$441K
July 2013,"San Diego, CA - Rancho Bernardo",$448K
August 2013,"San Diego, CA - Rancho Bernardo",$425K
September 2013,"San Diego, CA - Rancho Bernardo",$403K
October 2013,"San Diego, CA - Rancho Bernardo",$400K
November 2013,"San Diego, CA - Rancho Bernardo",$432K
December 2013,"San Diego, CA - Rancho Bernardo",$430K
January 2014,"San Diego, CA - Rancho Bernardo",$410K
February 2014,"San Diego, CA - Rancho Bernardo",$365K
March 2014,"San Diego, CA - Rancho Bernardo",$395K
April 2014,"San Diego, CA - Rancho Bernardo",$440K
May 2014,"San Diego, CA - Rancho Bernardo",$460K
June 2014,"San Diego, CA - Rancho Bernardo",$445K
July 2014,"San Diego, CA - Rancho Bernardo",$448K
August 2014,"San Diego, CA - Rancho Bernardo",$439K
September 2014,"San Diego, CA - Rancho Bernardo",$455K
October 2014,"San Diego, CA - Rancho Bernardo",$448K
November 2014,"San Diego, CA - Rancho Bernardo",$469K
December 2014,"San Diego, CA - Rancho Bernardo",$446K
January 2015,"San Diego, CA - Rancho Bernardo",$432K
February 2015,"San Diego, CA - Rancho Bernardo",$450K
March 2015,"San Diego, CA - Rancho Bernardo",$470K
April 2015,"San Diego, CA - Rancho Bernardo",$475K
May 2015,"San Diego, CA - Rancho Bernardo",$486K
June 2015,"San Diego, CA - Rancho Bernardo",$484K
July 2015,"San Diego, CA - Rancho Bernardo",$515K
August 2015,"San Diego, CA - Rancho Bernardo",$483K
September 2015,"San Diego, CA - Rancho Bernardo",$458K
October 2015,"San Diego, CA - Rancho Bernardo",$440K
November 2015,"San Diego, CA - Rancho Bernardo",$466K
December 2015,"San Diego, CA - Rancho Bernardo",$530K
January 2016,"San Diego, CA - Rancho Bernardo",$555K
February 2016,"San Diego, CA - Rancho Bernardo",$492K
March 2016,"San Diego, CA - Rancho Bernardo",$455K
April 2016,"San Diego, CA - Rancho Bernardo",$468K
May 2016,"San Diego, CA - Rancho Bernardo",$466K
June 2016,"San Diego, CA - Rancho Bernardo",$467K
July 2016,"San Diego, CA - Rancho Bernardo",$467K
August 2016,"San Diego, CA - Rancho Bernardo",$483K
September 2016,"San Diego, CA - Rancho Bernardo",$498K
October 2016,"San Diego, CA - Rancho Bernardo",$480K
November 2016,"San Diego, CA - Rancho Bernardo",$489K
December 2016,"San Diego, CA - Rancho Bernardo",$505K
January 2017,"San Diego, CA - Rancho Bernardo",$515K
February 2017,"San Diego, CA - Rancho Bernardo",$510K
March 2017,"San Diego, CA - Rancho Bernardo",$507K
April 2017,"San Diego, CA - Rancho Bernardo",$495K
May 2017,"San Diego, CA - Rancho Bernardo",$496K
June 2017,"San Diego, CA - Rancho Bernardo",$530K
July 2017,"San Diego, CA - Rancho Bernardo",$543K
August 2017,"San Diego, CA - Rancho Bernardo",$570K
September 2017,"San Diego, CA - Rancho Bernardo",$546K
October 2017,"San Diego, CA - Rancho Bernardo",$525K
November 2017,"San Diego, CA - Rancho Bernardo",$513K
December 2017,"San Diego, CA - Rancho Bernardo",$500K
January 2018,"San Diego, CA - Rancho Bernardo",$558K
February 2018,"San Diego, CA - Rancho Bernardo",$595K
March 2018,"San Diego, CA - Rancho Bernardo",$614K
April 2018,"San Diego, CA - Rancho Bernardo",$614K
May 2018,"San Diego, CA - Rancho Bernardo",$604K
June 2018,"San Diego, CA - Rancho Bernardo",$608K
July 2018,"San Diego, CA - Rancho Bernardo",$628K
August 2018,"San Diego, CA - Rancho Bernardo",$620K
September 2018,"San Diego, CA - Rancho Bernardo",$594K
October 2018,"San Diego, CA - Rancho Bernardo",$567K
November 2018,"San Diego, CA - Rancho Bernardo",$551K
December 2018,"San Diego, CA - Rancho Bernardo",$572K
January 2019,"San Diego, CA - Rancho Bernardo",$570K
February 2019,"San Diego, CA - Rancho Bernardo",$590K
March 2019,"San Diego, CA - Rancho Bernardo",$575K
April 2019,"San Diego, CA - Rancho Bernardo",$590K
May 2019,"San Diego, CA - Rancho Bernardo",$595K
June 2019,"San Diego, CA - Rancho Bernardo",$580K
July 2019,"San Diego, CA - Rancho Bernardo",$606K
August 2019,"San Diego, CA - Rancho Bernardo",$616K
September 2019,"San Diego, CA - Rancho Bernardo",$631K
October 2019,"San Diego, CA - Rancho Bernardo",$609K
November 2019,"San Diego, CA - Rancho Bernardo",$605K
December 2019,"San Diego, CA - Rancho Bernardo",$598K
January 2020,"San Diego, CA - Rancho Bernardo",$563K
February 2020,"San Diego, CA - Rancho Bernardo",$540K
March 2020,"San Diego, CA - Rancho Bernardo",$516K
April 2020,"San Diego, CA - Rancho Bernardo",$513K
May 2020,"San Diego, CA - Rancho Bernardo",$550K
June 2020,"San Diego, CA - Rancho Bernardo",$606K
July 2020,"San Diego, CA - Rancho Bernardo",$627K
August 2020,"San Diego, CA - Rancho Bernardo",$649K
September 2020,"San Diego, CA - Rancho Bernardo",$678K
October 2020,"San Diego, CA - Rancho Bernardo",$667K
November 2020,"San Diego, CA - Rancho Bernardo",$649K
December 2020,"San Diego, CA - Rancho Bernardo",$645K
January 2021,"San Diego, CA - Rancho Bernardo",$670K
February 2021,"San Diego, CA - Rancho Bernardo",$684K
March 2021,"San Diego, CA - Rancho Bernardo",$675K
April 2021,"San Diego, CA - Rancho Bernardo",$675K
May 2021,"San Diego, CA - Rancho Bernardo",$675K
June 2021,"San Diego, CA - Rancho Bernardo",$733K
July 2021,"San Diego, CA - Rancho Bernardo",$754K
August 2021,"San Diego, CA - Rancho Bernardo",$750K
September 2021,"San Diego, CA - Rancho Bernardo",$731K
October 2021,"San Diego, CA - Rancho Bernardo",$752K
November 2021,"San Diego, CA - Rancho Bernardo",$822K
October 2012,"San Diego, CA - Quarry Falls",$478K
November 2012,"San Diego, CA - Quarry Falls",$470K
December 2012,"San Diego, CA - Quarry Falls",$470K
January 2013,"San Diego, CA - Quarry Falls",$452K
February 2013,"San Diego, CA - Quarry Falls",$441K
March 2013,"San Diego, CA - Quarry Falls",$441K
April 2013,"San Diego, CA - Quarry Falls",$512K
May 2013,"San Diego, CA - Quarry Falls",$512K
June 2013,"San Diego, CA - Quarry Falls",$482K
July 2013,"San Diego, CA - Quarry Falls",$452K
August 2013,"San Diego, CA - Quarry Falls",$452K
October 2013,"San Diego, CA - Quarry Falls",$650K
November 2013,"San Diego, CA - Quarry Falls",$650K
December 2013,"San Diego, CA - Quarry Falls",$733K
January 2014,"San Diego, CA - Quarry Falls",$768K
February 2014,"San Diego, CA - Quarry Falls",$675K
March 2014,"San Diego, CA - Quarry Falls",$619K
April 2014,"San Diego, CA - Quarry Falls",$660K
May 2014,"San Diego, CA - Quarry Falls",$634K
June 2014,"San Diego, CA - Quarry Falls",$655K
July 2014,"San Diego, CA - Quarry Falls",$594K
August 2014,"San Diego, CA - Quarry Falls",$622K
September 2014,"San Diego, CA - Quarry Falls",$651K
October 2014,"San Diego, CA - Quarry Falls",$679K
November 2014,"San Diego, CA - Quarry Falls",$635K
December 2014,"San Diego, CA - Quarry Falls",$573K
January 2015,"San Diego, CA - Quarry Falls",$561K
February 2015,"San Diego, CA - Quarry Falls",$554K
March 2015,"San Diego, CA - Quarry Falls",$583K
April 2015,"San Diego, CA - Quarry Falls",$615K
May 2015,"San Diego, CA - Quarry Falls",$615K
June 2015,"San Diego, CA - Quarry Falls",$620K
July 2015,"San Diego, CA - Quarry Falls",$601K
August 2015,"San Diego, CA - Quarry Falls",$614K
September 2015,"San Diego, CA - Quarry Falls",$612K
October 2015,"San Diego, CA - Quarry Falls",$612K
November 2015,"San Diego, CA - Quarry Falls",$615K
December 2015,"San Diego, CA - Quarry Falls",$650K
January 2016,"San Diego, CA - Quarry Falls",$660K
February 2016,"San Diego, CA - Quarry Falls",$671K
March 2016,"San Diego, CA - Quarry Falls",$625K
April 2016,"San Diego, CA - Quarry Falls",$635K
May 2016,"San Diego, CA - Quarry Falls",$625K
June 2016,"San Diego, CA - Quarry Falls",$645K
July 2016,"San Diego, CA - Quarry Falls",$647K
August 2016,"San Diego, CA - Quarry Falls",$651K
September 2016,"San Diego, CA - Quarry Falls",$759K
October 2016,"San Diego, CA - Quarry Falls",$809K
November 2016,"San Diego, CA - Quarry Falls",$791K
December 2016,"San Diego, CA - Quarry Falls",$703K
January 2017,"San Diego, CA - Quarry Falls",$647K
February 2017,"San Diego, CA - Quarry Falls",$660K
March 2017,"San Diego, CA - Quarry Falls",$718K
April 2017,"San Diego, CA - Quarry Falls",$688K
May 2017,"San Diego, CA - Quarry Falls",$695K
June 2017,"San Diego, CA - Quarry Falls",$695K
July 2017,"San Diego, CA - Quarry Falls",$695K
August 2017,"San Diego, CA - Quarry Falls",$775K
September 2017,"San Diego, CA - Quarry Falls",$755K
October 2017,"San Diego, CA - Quarry Falls",$763K
November 2017,"San Diego, CA - Quarry Falls",$751K
December 2017,"San Diego, CA - Quarry Falls",$757K
January 2018,"San Diego, CA - Quarry Falls",$719K
February 2018,"San Diego, CA - Quarry Falls",$705K
March 2018,"San Diego, CA - Quarry Falls",$699K
April 2018,"San Diego, CA - Quarry Falls",$700K
May 2018,"San Diego, CA - Quarry Falls",$715K
June 2018,"San Diego, CA - Quarry Falls",$749K
July 2018,"San Diego, CA - Quarry Falls",$776K
August 2018,"San Diego, CA - Quarry Falls",$739K
September 2018,"San Diego, CA - Quarry Falls",$691K
